,image_path,label
33232,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PNCOV66F2OLSQW.png,1
33260,/content/drive/MyDrive/solar_PV/data/France/google_all/img/UXTLQ36E0EOSGJ.png,1
33802,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/DTVCA4173JLUPY.png,1
33814,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BZTFA58FDPZEII.png,1
33847,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZUFCS4CAAHWEBF.png,1
33901,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GVBIF6C91LNSHA.png,1
33952,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/GEJSW8939HYFTK.png,1
33954,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/XPYDV8F1FWKPMG.png,1
33973,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ICATZ499ADHBKL.png,1
34139,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DJMLH2596ORLCT.png,1
34203,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CAJMZ3D2BGDCDE.png,1
34262,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ITBLV6469TVMYF.png,1
34280,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RIHXJBC0XIQKG.png,1
34282,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CKTUT57E9NYUVY.png,1
34301,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TUDTI50E0DNBEW.png,1
34326,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EPIZT1038YDSZT.png,1
34362,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YOUHT4B39FMGYG.png,1
34384,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TGSUF78BCKGAXX.png,1
34531,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BECLW556BNSUFF.png,1
34543,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LYXBSFB9VXELX.png,1
34619,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BNMOQ6B5FOUACZ.png,1
34665,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LVZBU6589DAXIZ.png,1
34681,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/TQZPQ7363YLLZM.png,1
34686,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KPSRO22B1IWTLR.png,1
34704,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IQHND331DLSOGM.png,1
34737,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ABCMT4D08KQKFF.png,1
34765,/content/drive/MyDrive/solar_PV/data/France/google_all/img/IMCCG39D6BNGOS.png,1
34843,/content/drive/MyDrive/solar_PV/data/France/google_all/img/IPHZX7EA7CWIIK.png,1
34865,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/EOXMJ43C9JOPCT.png,1
34919,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/DMSFB96A5VUWKX.png,1
35051,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CEHAK6653PVTEU.png,1
35083,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/FADVM567BJZKYY.png,1
35103,/content/drive/MyDrive/solar_PV/data/France/google_all/img/RCACL6F78IQQEL.png,1
35125,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RXXSM1218JAGLD.png,1
35213,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZNPRO1A74IKQVK.png,1
35217,/content/drive/MyDrive/solar_PV/data/France/google_all/img/OEYZW45FEWOTZM.png,1
35241,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KNGHW7C8FMTUOJ.png,1
35245,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IITRB1F77WFFJP.png,1
35252,/content/drive/MyDrive/solar_PV/data/France/google_all/img/JOJPJ7CFALOKHZ.png,1
35284,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/VTIOIAEQJEC.png,1
35354,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KLHSH60E8VDSWR.png,1
35442,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZFPAT7E7HPRLL.png,1
35448,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ARVRP2862MRCLH.png,1
35461,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/WMIAA487BYNQGH.png,1
35465,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TZSXN99C9RZOKG.png,1
35527,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NPKCD7858FBSUA.png,1
35533,/content/drive/MyDrive/solar_PV/data/France/google_all/img/AUJTZ5932KRHPJ.png,1
35585,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ICVPK6DFAUDYHX.png,1
35589,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MBRHG20F2UNKPA.png,1
35601,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RNLLQ247FHZJGM.png,1
35607,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JVMQO513AQKRHP.png,1
35762,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BJXAO3F95QPZKA.png,1
35778,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BMXWH99DFLQYPC.png,1
35797,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZJKYE1E02BPNJL.png,1
35917,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/DTDKAB54PPOYY.png,1
35980,/content/drive/MyDrive/solar_PV/data/France/google_all/img/IUYEY27E9TCHZB.png,1
36037,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OEYJZ2B3EUXQFN.png,1
36052,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KSNFU5ADAAVOHQ.png,1
36054,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YBSCJ9445NISUA.png,1
36097,/content/drive/MyDrive/solar_PV/data/France/google_all/img/OEYNU1809ZRMWQ.png,1
36150,/content/drive/MyDrive/solar_PV/data/France/google_all/img/JIDOD479CVMGNJ.png,1
36182,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RIRXD3297AKVFS.png,1
36203,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TBQWO38EFNRMGA.png,1
36237,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ESQTHC22QKCCH.png,1
36242,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HVAWQ56F1JYDPX.png,1
36355,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YQNRIDF8JIRDF.png,1
36428,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/NZRCL8BACVEUFB.png,1
36500,/content/drive/MyDrive/solar_PV/data/France/google_all/img/WPUXK1749RNUAT.png,1
36516,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BLVJY3E4EXPYFB.png,1
36600,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FSZSD20C5TOAOL.png,1
36683,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/NQHWL40FDYOZEU.png,1
36745,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/FMDWA51D2VYOAM.png,1
36797,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PHVQD43D7TDVUA.png,1
36902,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/XRAJY7FF1XJPAY.png,1
36954,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FVHMU866AXXHF.png,1
36965,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/WCOGU84B5EKQMQ.png,1
36972,/content/drive/MyDrive/solar_PV/data/France/google_all/img/IPVSR99BTTPYU.png,1
36989,/content/drive/MyDrive/solar_PV/data/France/google_all/img/XINUW1806KSIBH.png,1
37016,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FNNFN4E8CZWDUI.png,1
37130,/content/drive/MyDrive/solar_PV/data/France/google_all/img/VJBPV132CHFZGS.png,1
37159,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NBLWP7E5BJHWVX.png,1
37249,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/SVRZM3428PLXDH.png,1
37388,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FHRUO151AYROCB.png,1
37428,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EUGGQ7F21SFOTZ.png,1
37509,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JBNLI328CPWROB.png,1
37582,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZIJMS1489RDRDZ.png,1
37645,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LTQIF581DCVBYA.png,1
37693,/content/drive/MyDrive/solar_PV/data/France/google_all/img/IALNE7ECBBQJZH.png,1
37861,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IZTMY7415AAQUH.png,1
37875,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JSXBFA07SPNJE.png,1
37889,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MYNRD31B7HXCZI.png,1
38050,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MLXTG8AB2CPNLW.png,1
38153,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/WRCCP228BKGGBZ.png,1
38157,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/AZWHJ1B53KEMHK.png,1
38183,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZDLEA30C9DYCKN.png,1
38190,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MGWXSF77AAVPT.png,1
38208,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/PJGMH40CBNYQPA.png,1
38275,/content/drive/MyDrive/solar_PV/data/France/google_all/img/VDFBG3586LJKKR.png,1
38305,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/SDDHG69EFMVYPR.png,1
38374,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JTJOI5170KZNIW.png,1
38456,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LZREI3FF6ASKPR.png,1
38474,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DJUHE13AAMMPAX.png,1
38482,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TLWUV77C6CJHLL.png,1
38486,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YUKXA48EDHOZBI.png,1
38515,/content/drive/MyDrive/solar_PV/data/France/google_all/img/UUNZS21F0KQNCI.png,1
38609,/content/drive/MyDrive/solar_PV/data/France/google_all/img/IBCHK1EE8YFEPP.png,1
38734,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/KPEQP382FMXCNM.png,1
38752,/content/drive/MyDrive/solar_PV/data/France/google_all/img/SOUVL483DLMKVV.png,1
38765,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MCDFC679BCXOFL.png,1
38844,/content/drive/MyDrive/solar_PV/data/France/google_all/img/QIDUX76C1RXYML.png,1
38863,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/KOEPX13CBFGJVS.png,1
38878,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HDGNJ3F93QPBWD.png,1
38886,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/EXUBO101CBGBDG.png,1
38922,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FLEFH5B5UHOYC.png,1
38951,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/PTVJB829NCNYQ.png,1
39086,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IYVWG2D2FGRVMU.png,1
39115,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HXJGM59E0PTEOL.png,1
39184,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/DUZYB3CCEAQTNS.png,1
39205,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GWTWX5941MATCV.png,1
39261,/content/drive/MyDrive/solar_PV/data/France/google_all/img/UTDTX33DDMKGBR.png,1
39277,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HQUXB68DBBQDPY.png,1
39370,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BUCWK646DUFIQC.png,1
39399,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BOLNZ744DSMHBG.png,1
39405,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MCRQN7714MBXKV.png,1
39437,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BVNCL4975WALTK.png,1
39444,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LZBFZ8A0DPYZHS.png,1
39503,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NMXEI9A14RSPIZ.png,1
39560,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PWOMU54E3DANCY.png,1
39573,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LENWW41FBPKVPZ.png,1
39595,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DIHTF4CD5ENOQK.png,1
39670,/content/drive/MyDrive/solar_PV/data/France/google_all/img/VNAPBB3BDAVLQ.png,1
39679,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PXGGS7E66FDYWD.png,1
39696,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BWPHY2C9BCPXGV.png,1
39718,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LGHAB6835FXFCT.png,1
39747,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KILBC263CVOMSZ.png,1
39960,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EPCPP6B6ENFQDH.png,1
39962,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NFVGS6230DRFSL.png,1
39988,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TUIBV2736GKKSX.png,1
40000,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/TLHXR924CBJLDZ.png,1
40006,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/SDMLY61D7NMESF.png,1
40020,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZZTHX68FFUUBVE.png,1
40029,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IYEZZ57AAIPHKD.png,1
40044,/content/drive/MyDrive/solar_PV/data/France/google_all/img/AAXNFF64WLZPQ.png,1
40057,/content/drive/MyDrive/solar_PV/data/France/google_all/img/KAKCI2C41CSGDH.png,1
40107,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/EYQJB6795EWUQN.png,1
40157,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GXJYW8CEEIVPWJ.png,1
40262,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TOBNM2E2RTYLL.png,1
40286,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/DSACB33F1WXBPD.png,1
40406,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MMOMM5700ITALO.png,1
40513,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/WDNAC3F83VFGXS.png,1
40625,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IXUGS45AAWDSKL.png,1
40660,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LDLLCAC7QTDCZ.png,1
40663,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/KKULUD1AYYRPM.png,1
40665,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NMCGE4AB1STSBD.png,1
40669,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/UKLHN9386QSVJE.png,1
40870,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RQGSY6477RKAYC.png,1
40994,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/PEBNP606BVQWZS.png,1
41155,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NZAGC5C75RKMMA.png,1
41161,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZSDAU9375EIZJS.png,1
41317,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZJIZO653FQLHWP.png,1
41378,/content/drive/MyDrive/solar_PV/data/France/google_all/img/UAEHO73A0JJDMW.png,1
41398,/content/drive/MyDrive/solar_PV/data/France/google_all/img/VZPTV72A6IXPLT.png,1
41404,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EYIBF7240XQIQL.png,1
41408,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BMHGU4BB8XHZKN.png,1
41425,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MZXSR219CWBZES.png,1
41430,/content/drive/MyDrive/solar_PV/data/France/google_all/img/AIGUF5C47DREQO.png,1
41439,/content/drive/MyDrive/solar_PV/data/France/google_all/img/XUQYW7A22LMCCS.png,1
41480,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/CHQOL1625QELYS.png,1
41532,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZLANU4BC1RWAQT.png,1
41620,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/KFQKU4B75RZMXI.png,1
41657,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/HAQZL43CFYQTDT.png,1
41663,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IMSFS4AB9KIEAJ.png,1
41668,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MRKLO9070ZESNV.png,1
41712,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EZXKH3EDAENBKQ.png,1
41739,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OCERQ1B88FQGLO.png,1
41799,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MVQRW3910LAOCW.png,1
41810,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GELVW2959WMYPZ.png,1
41845,/content/drive/MyDrive/solar_PV/data/France/google_all/img/XDXSN591SJZUP.png,1
41857,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MXNDU6ACCELZHU.png,1
41932,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/KRQGQ5B57GASAW.png,1
41983,/content/drive/MyDrive/solar_PV/data/France/google_all/img/UTKAE72FAWPJJF.png,1
42015,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/SBWKUAF0YTOED.png,1
42027,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ZCHDB3636BQGUZ.png,1
42044,/content/drive/MyDrive/solar_PV/data/France/google_all/img/COUWZ5525NIRRQ.png,1
42079,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PNGWG769AGDMDY.png,1
42101,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/TUKSB67C4LKVER.png,1
42163,/content/drive/MyDrive/solar_PV/data/France/google_all/img/QKEGAEDHLHVG.png,1
42189,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZTVSP5E72CLBFL.png,1
42225,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/UOBLD3EF6YKKBU.png,1
42230,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HAZOL6859YMSEF.png,1
42267,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JKPPU40E9XRPPA.png,1
42293,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PPBLS482EVQHOA.png,1
42295,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CHKWG202EWJLDB.png,1
42323,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LYFKM2CD7AXOSK.png,1
42361,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BPWID508DSKDTG.png,1
42391,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LLWUM66AAJIQMX.png,1
42457,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/TFCNQ32FBOCBTR.png,1
42465,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JCFJA4104QVWPG.png,1
42504,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RNUIF5DA2KVEDI.png,1
42522,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/UPBSD313OPCET.png,1
42604,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/FYTPL2DE5PSKQL.png,1
42636,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BKPHX1A53IFHRE.png,1
42644,/content/drive/MyDrive/solar_PV/data/France/google_all/img/WMIAA487BYNQGH.png,1
42713,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YFYNS7F29WURNM.png,1
42746,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PINWP622AHLCKW.png,1
42797,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RCDVF4FEDVXLRQ.png,1
42839,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/FXEDN2722KLSJA.png,1
42849,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MGMBZ1EFEALUHC.png,1
42850,/content/drive/MyDrive/solar_PV/data/France/google_all/img/YQTIT2137OQOMC.png,1
42867,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PLLNQ50C3WAHES.png,1
42926,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/XIVDVA41ESJTQ.png,1
42938,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/HUZLU4C71IJLJL.png,1
43005,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/YOUHT4B39FMGYG.png,1
43040,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OGBZZ968JBUSY.png,1
43046,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MVGGF605DLMUBI.png,1
43119,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MLQTT6FC4YYYMW.png,1
43131,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LULJW2337HDVKD.png,1
43144,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZAAPV2DF2ESUSX.png,1
43151,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FGPJG34C4XQTMP.png,1
43284,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HSKDC78E6UMATT.png,1
43422,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/PJKOJ5E73WZQQD.png,1
43467,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/AJEJY7A55QWJGS.png,1
43497,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JDLDA56E7NNDXV.png,1
43520,/content/drive/MyDrive/solar_PV/data/France/google_all/img/ZKEUD60F5VBVZP.png,1
43676,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/BDDZT1245PBOCS.png,1
43717,/content/drive/MyDrive/solar_PV/data/France/google_all/img/QRNUL1309WDPKY.png,1
43718,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MIRBU468FPQNFB.png,1
43775,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DLQGE1291CDCNG.png,1
43779,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EUHNR558FXFKFW.png,1
43807,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FVLOT60A0NIBAI.png,1
43811,/content/drive/MyDrive/solar_PV/data/France/google_all/img/URRMZ2A76DVATR.png,1
43841,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IRIIMEC6GTSEN.png,1
43858,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MHOBY6279FHTZT.png,1
43918,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/ESXZD1677ZPXXB.png,1
43949,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IYFLV8954VCIIL.png,1
44041,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LXJTZ3E97QEGUQ.png,1
44050,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GVZND5C5AQMHIZ.png,1
44145,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MBLPS78A7FQRVK.png,1
44175,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LEDAE8A2AQGBVJ.png,1
44231,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OVCPV8F02TUJUC.png,1
44297,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/GYXIM76D0HHEZU.png,1
44336,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/IKAJJD3EPMZIO.png,1
44355,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/YOWGN3628IQDKA.png,1
44375,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/GTNBS2273ONIHZ.png,1
44426,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HHBKZF30VOTWL.png,1
44427,/content/drive/MyDrive/solar_PV/data/France/google_all/img/WMMZA11A1KMACH.png,1
44445,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DPLOV239FMXHBM.png,1
44464,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/HDWNP4912JOXVQ.png,1
44469,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/TJTBA2763SGKXX.png,1
44514,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/CZZJV155AKFOYW.png,1
44531,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/UUMMT385FJANNY.png,1
44552,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RWFRH90BCWZGQJ.png,1
44586,/content/drive/MyDrive/solar_PV/data/France/google_all/img/SCGXS1C33LVRMT.png,1
44611,/content/drive/MyDrive/solar_PV/data/France/google_all/img/VEJPK7358ZEHGS.png,1
44615,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/SRJYM7ABENOGTU.png,1
44647,/content/drive/MyDrive/solar_PV/data/France/google_all/img/MHFCD69EBJLXGI.png,1
44668,/content/drive/MyDrive/solar_PV/data/France/google_all/img/EKKRW343ACVBKP.png,1
44678,/content/drive/MyDrive/solar_PV/data/France/google_all/img/AFBZE2FE2OOAUE.png,1
44825,/content/drive/MyDrive/solar_PV/data/France/google_all/img/BMOLP2958XCGCR.png,1
44862,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DEDCB1F8ERMJSX.png,1
44892,/content/drive/MyDrive/solar_PV/data/France/google_all/img/RSVML4F45KPWLU.png,1
44927,/content/drive/MyDrive/solar_PV/data/France/google_all/img/DWYHU3F18STNAO.png,1
45028,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/NDNAT9460ZQADW.png,1
45081,/content/drive/MyDrive/solar_PV/data/France/google_all/img/TYMOL92BEJWRUF.png,1
45158,/content/drive/MyDrive/solar_PV/data/France/google_all/img/WFGGC46AFCRWUP.png,1
45187,/content/drive/MyDrive/solar_PV/data/France/google_all/img/NSUMR8855NTGDQ.png,1
45233,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/RHAPMEAEHHBSK.png,1
45253,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/MTVMR45BVLAOL.png,1
45332,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OTEUZ5061EXIFR.png,1
45432,/content/drive/MyDrive/solar_PV/data/France/google_all/img/SIMSC791CBBEJO.png,1
45547,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/VGDWJ2833MFVWB.png,1
45567,/content/drive/MyDrive/solar_PV/data/France/google_all/img/SJQAK6526SWJHM.png,1
45570,/content/drive/MyDrive/solar_PV/data/France/google_all/img/CXZSO3F77DFHVP.png,1
45582,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/LPMKV8E39NDYJT.png,1
45600,/content/drive/MyDrive/solar_PV/data/France/google_all/img/XZUOU456FDIOCA.png,1
45679,/content/drive/MyDrive/solar_PV/data/France/google_all/img/AFMUW70F0RGPLW.png,1
45708,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/JULTW231AMZAFM.png,1
45715,/content/drive/MyDrive/solar_PV/data/France/google_all/img/LYLBO4A11FDERR.png,1
45749,/content/drive/MyDrive/solar_PV/data/France/google_all/img/PZRJR7AA6IISUU.png,1
45765,/content/drive/MyDrive/solar_PV/data/France/google_all/img/HRDHK1C05YTEFL.png,1
45769,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/GPVHX3309KPCGR.png,1
45831,/content/drive/MyDrive/solar_PV/data/France/ign_all/img/OQIVD94B2VHQLY.png,1
45869,/content/drive/MyDrive/solar_PV/data/France/google_all/img/FSRBN6670JCULN.png,1
45895,/content/drive/MyDrive/solar_PV/data/France/google_all/img/GSTPS70A0ZOSAX.png,1
